source,target,weight,likes_totales,tipo_arista
UCsSXdJct-nsS8DsABoEsaYA,n8iP75gIpmw,1,2,autor_comento_video
UCsUCN0Yq_UyTvKjOJLmNrnQ,b_Hkrkl3adA,1,0,autor_comento_video
UCsUCN0Yq_UyTvKjOJLmNrnQ,n8iP75gIpmw,1,0,autor_comento_video
UCs_5qeqdku9tGAq22y3OcuQ,lj983NWyAQY,1,4,autor_comento_video
UCsjs5Hp_r86x1xbK6FAeqaA,n8iP75gIpmw,1,2,autor_comento_video
UCtCtts20bW6F9CSohau51Iw,6W4u8sGEnGM,2,0,autor_comento_video
UCtMBF_1O2jY2INlb_luuB_A,lj983NWyAQY,1,15,autor_comento_video
UCtNfIBnc5S5DbbQj_yxgJTw,n8iP75gIpmw,1,1,autor_comento_video
UCtNyHmRZtvGF2hSvI2dUBWw,PjmxCj-a9Hg,2,1,autor_comento_video
UCtUR3_CAiE7fCoZHM6cMfyQ,n8iP75gIpmw,1,10,autor_comento_video
UCtiHFjFu7d5v2XxHnKFUYig,OkXlHx0hx-8,1,0,autor_comento_video
UCtowGNY2lnlg6O2CkwDgkLg,TT4qJ5FXHYE,1,2,autor_comento_video
UCtsxPYw8VUsH_FfnKg-0lmw,6W4u8sGEnGM,1,2,autor_comento_video
UCu8_3-Wg-YzNyvHYQDEscfw,j43HgwYFKfk,1,2,autor_comento_video
UCuP4UK33HKtJE_S39ksmaTw,PjmxCj-a9Hg,1,0,autor_comento_video
UCuXmOjxC-htcprLgeVXz6Tg,j43HgwYFKfk,1,1,autor_comento_video
UCueV9cTyTDwgQSec1x2dYgA,n8iP75gIpmw,1,0,autor_comento_video
UCujPF2nBgsTD62nWE3lcpIg,n8iP75gIpmw,1,0,autor_comento_video
UCusjriFsDHEc2AOjqk-p5ig,PjmxCj-a9Hg,1,2,autor_comento_video
UCut6b9S98nv84cVX89PmKzA,n8iP75gIpmw,2,1,autor_comento_video
UCvApqeCbLod-wejtT4CcVuA,n8iP75gIpmw,1,15,autor_comento_video
UCvDwJBBY1mHK70aTEYl6rsA,6W4u8sGEnGM,1,1,autor_comento_video
UCvcu1kR8xMYy_I1Ty-2mV2Q,WIUZtitfLRw,1,0,autor_comento_video
UCvcu1kR8xMYy_I1Ty-2mV2Q,ndAZjHqzzT8,2,0,autor_comento_video
UCvcu1kR8xMYy_I1Ty-2mV2Q,yLZS3JiEBg8,1,0,autor_comento_video
UCvl1tzQeBeGy6efPTRJXSCw,06mFNPU0aB8,1,0,autor_comento_video
UCwCfs-2zbD5k0lG-UVg_JBw,06mFNPU0aB8,1,0,autor_comento_video
UCwEe1RKlEv1UpNWmWYfSh4w,yLZS3JiEBg8,1,0,autor_comento_video
UCwO2SXr0ggzwg6QWWrr01nQ,n8iP75gIpmw,1,11,autor_comento_video
UCwUAv3_LpWVtTIi7lkmTL7A,lj983NWyAQY,1,16,autor_comento_video
UCwW2OFy95P7ZBkOPxWkpvYg,n8iP75gIpmw,2,2,autor_comento_video
UCwgCc9Jd_gG-uLE_SY-FfPg,j43HgwYFKfk,1,0,autor_comento_video
UCwha8rxULYMVtNwZWeSkE1A,n8iP75gIpmw,1,0,autor_comento_video
UCwjUvRseNtJoItylIyIez7Q,j43HgwYFKfk,1,0,autor_comento_video
UCwxoKK59nGCeBqB2sXfDBIw,6W4u8sGEnGM,1,0,autor_comento_video
UCxKR3RA8T-kxMgq_2WWhRcQ,lj983NWyAQY,1,329,autor_comento_video
UCxcoDvP-g2_KTZDmVZtvb3w,yLZS3JiEBg8,1,0,autor_comento_video
UCxff05WuyvwELNITi7bj7UA,n8iP75gIpmw,1,3,autor_comento_video
UCxhtlxPV8AYWaNNyU6S9H8Q,OkXlHx0hx-8,1,0,autor_comento_video
UCyJhqmMbsvjpoarBBStA2kg,6W4u8sGEnGM,6,14,autor_comento_video
UCySYJU5kUh7X8gVt9la2ISA,n8iP75gIpmw,1,0,autor_comento_video
UCyW68EGZey4ao_Vf2cR5Ztg,WIUZtitfLRw,1,0,autor_comento_video
UCylqlpsh8ENNM1LqgQ1KbxA,j43HgwYFKfk,2,1,autor_comento_video
UCylqlpsh8ENNM1LqgQ1KbxA,n8iP75gIpmw,1,0,autor_comento_video
UCyor0Mmm0ivLX2jIdyGp84Q,3Nfp9h5avBI,1,0,autor_comento_video
UCyzf29IYjNw67gGIfsjgtxA,lj983NWyAQY,1,45,autor_comento_video
UCz3gu01bmjNv0DpRq-K3XYg,n8iP75gIpmw,2,2,autor_comento_video
UCzSfZlOVxBSs5ObD25ywxDQ,n8iP75gIpmw,1,0,autor_comento_video
UCzZ6dDCEsLMXbc5pCFXIprw,6W4u8sGEnGM,1,0,autor_comento_video
UCzZ6dDCEsLMXbc5pCFXIprw,PjmxCj-a9Hg,1,0,autor_comento_video
UCzoL2l5H5eVlorWGH8AZfAg,n8iP75gIpmw,1,6,autor_comento_video
